,,0,h,l,c,,,EMA12,EMA26,DIF,DEA
2015.08.31,7:00,18762,18882,18742,18877,2087,,,,,
2015.08.31,8:00,18875,18907,18762,18867,2572,,,,,
2015.08.31,9:00,18862,18877,18808,18867,986,,,,,
2015.08.31,10:00,18872,18952,18852,18882,880,,,,,
2015.08.31,11:00,18880,18892,18817,18842,965,,,,,
2015.08.31,12:00,18840,18902,18832,18892,889,,,,,
2015.08.31,13:00,18897,18957,18882,18907,1029,,,,,
2015.08.31,14:00,18908,18927,18877,18922,619,,,,,
2015.08.31,15:00,18922,18942,18850,18872,668,,,,,
2015.08.31,16:00,18870,18892,18817,18837,1945,,,,,
2015.08.31,17:00,18838,18927,18815,18875,2494,,,,,
2015.08.31,18:00,18873,18952,18842,18927,2446,,,,,
2015.08.31,19:00,18927,18947,18897,18897,1371,,,,,
2015.08.31,20:00,18898,18907,18830,18857,1131,,,,,
2015.08.31,21:00,18857,18882,18767,18782,986,,,,,
2015.08.31,21:30,18772,18807,18772,18797,470,,,,,
2015.08.31,22:30,18782,18852,18777,18792,693,,,,,
2015.09.01,0:00,18793,18801,18786,18801,8,,,,,
2015.09.01,1:00,18791,18812,18767,18787,209,,,,,
2015.09.01,2:00,18792,18817,18732,18742,334,,,,,
2015.09.01,3:00,18742,18762,18556,18608,3434,,,,,
2015.09.01,4:00,18603,18687,18530,18537,3460,,,,,
2015.09.01,5:00,18537,18547,18391,18492,3063,,,,,
2015.09.01,6:00,18491,18576,18481,18551,1922,,,,,
2015.09.01,7:00,18552,18613,18432,18442,2266,,,,,
2015.09.01,8:00,18442,18462,18172,18175,3930,,,,,
2015.09.01,9:00,18177,18237,18067,18212,1553,,,,,
2015.09.01,10:00,18217,18277,17970,17997,2439,,,,,
2015.09.01,11:00,17992,18057,17793,17850,4491,,,,,
2015.09.01,12:00,17849,17958,17818,17918,3786,,,,,
2015.09.01,13:00,17913,18089,17913,18043,2654,,,,,
2015.09.01,14:00,18039,18057,17940,17978,2275,,,,,
2015.09.01,15:00,17978,18003,17768,17773,2218,,,,,
2015.09.01,16:00,17771,18080,17768,17974,4708,,,,,
2015.09.01,17:00,17969,18048,17873,17963,5515,,,,,
2015.09.01,18:00,17960,18052,17913,17972,3481,,,,,
2015.09.01,19:00,17977,17992,17833,17834,2617,,,,,
2015.09.01,20:00,17838,17894,17803,17883,2857,,,,,
2015.09.01,21:00,17884,17918,17782,17793,2493,,,,,
2015.09.01,21:30,17843,17868,17818,17833,1005,,,,,
2015.09.01,22:30,17788,17858,17733,17823,1674,,,,,
2015.09.01,23:30,17818,17818,17733,17768,108,,,,,
2015.09.02,0:00,17778,17788,17778,17784,28,,,,,
2015.09.02,1:00,17772,17833,17743,17833,196,,,,,
2015.09.02,2:00,17823,17963,17803,17843,532,,,,,
2015.09.02,3:00,17853,18323,17823,18288,7245,,,,,
2015.09.02,4:00,18293,18418,18153,18278,5451,,,,,
2015.09.02,5:00,18279,18318,18188,18243,2762,,,,,
2015.09.02,6:00,18243,18473,18243,18428,3263,,,,,
2015.09.02,7:00,18429,18463,18313,18358,2532,,,,,
2015.09.02,8:00,18358,18423,17983,18093,5241,,,,,
2015.09.02,9:00,18092,18253,18092,18143,1464,,,,,
2015.09.02,10:00,18138,18248,18138,18184,1756,,,,,
2015.09.02,11:00,18184,18193,18008,18063,3051,,,,,
2015.09.02,12:00,18062,18133,18033,18133,2656,,,,,
2015.09.02,13:00,18133,18208,18098,18128,2386,,,,,
2015.09.02,14:00,18123,18183,18113,18163,1540,,,,,
2015.09.02,15:00,18163,18267,18113,18262,1963,,,,,
2015.09.02,16:00,18267,18317,18202,18212,2968,,,,,
2015.09.02,17:00,18212,18237,18055,18133,3725,,,,,
2015.09.02,18:00,18137,18204,18034,18070,2810,,,,,
2015.09.02,19:00,18069,18208,18034,18193,2487,,,,,
2015.09.02,20:00,18193,18224,18148,18213,1637,,,,,
2015.09.02,21:00,18218,18278,18158,18233,1544,,,,,
2015.09.02,21:30,18233,18258,18223,18243,642,,,,,
2015.09.02,22:30,18228,18318,18218,18303,774,,,,,
2015.09.02,23:30,18303,18333,18298,18303,49,,,,,
2015.09.03,0:00,18289,18308,18288,18297,16,,,,,
2015.09.03,1:00,18309,18443,18309,18388,195,,,,,
2015.09.03,2:00,18383,18403,18348,18373,353,,,,,
2015.09.03,3:00,18368,18483,18338,18414,2705,,,,,
2015.09.03,4:00,18418,18423,18237,18277,1926,,,,,
2015.09.03,5:00,18272,18364,18267,18354,1143,,,,,
2015.09.03,6:00,18354,18418,18273,18288,1274,,,,,
2015.09.03,7:00,18288,18368,18283,18342,1563,,,,,
2015.09.03,8:00,18342,18342,18167,18182,2587,,,,,
2015.09.03,9:00,18177,18237,18172,18207,697,,,,,
2015.09.03,10:00,18207,18302,18172,18272,952,,,,,
2015.09.03,11:00,18277,18297,18242,18277,906,,,,,
2015.09.03,12:00,18282,18322,18267,18277,803,,,,,
2015.09.03,13:00,18277,18307,18252,18252,807,,,,,
2015.09.03,14:00,18247,18262,18222,18242,949,,,,,
2015.09.03,15:00,18237,18327,18222,18282,2981,,,,,
2015.09.03,16:00,18282,18287,18192,18262,2669,,,,,
2015.09.03,17:00,18263,18407,18242,18392,3019,,,,,
2015.09.03,18:00,18397,18397,18322,18347,2039,,,,,
2015.09.03,19:00,18347,18357,18272,18297,1432,,,,,
2015.09.03,20:00,18297,18302,18232,18242,1857,,,,,
2015.09.03,21:00,18247,18322,18212,18237,1459,,,,,
2015.09.03,21:30,18262,18287,18262,18272,613,,,,,
2015.09.03,22:30,18232,18282,18187,18217,1193,,,,,
2015.09.03,23:30,18217,18222,18207,18212,36,,,,,
2015.09.04,0:00,18212,18212,18202,18208,15,,,,,
2015.09.04,1:00,18233,18262,18212,18262,65,,,,,
2015.09.04,2:00,18262,18302,18252,18277,226,,,,,
2015.09.04,3:00,18287,18302,17967,17982,3461,,,,,
2015.09.04,4:00,17982,18108,17927,18057,2967,,,,,
2015.09.04,5:00,18057,18057,17947,17962,1660,,,,,
2015.09.04,6:00,17962,17993,17762,17832,2968,,,,,
2015.09.04,7:00,17833,17837,17587,17742,4678,,,,,
2015.09.04,8:00,17737,17882,17732,17782,4375,,,,,
2015.09.04,9:00,17777,17888,17742,17873,1573,,,,,
2015.09.04,10:00,17878,17883,17688,17728,2443,,,,,
2015.09.04,11:00,17727,17733,17597,17643,2967,,,,,
2015.09.04,12:00,17642,17728,17622,17653,1836,,,,,
2015.09.04,13:00,17653,17698,17613,17658,2218,,,,,
2015.09.04,14:00,17658,17698,17623,17648,974,,,,,
2015.09.04,15:00,17643,17782,17518,17588,4927,,,,,
2015.09.04,16:00,17587,17708,17523,17658,4818,,,,,
2015.09.04,17:00,17657,17739,17633,17668,3369,,,,,
2015.09.04,18:00,17669,17703,17593,17628,2898,,,,,
2015.09.04,19:00,17628,17633,17528,17558,2120,,,,,
2015.09.04,20:00,17559,17572,17527,17527,1717,,,,,
2015.09.04,21:00,17532,17533,17502,17528,186,,,,,
2015.09.07,0:00,17643,17643,17643,17643,1,,,,,
2015.09.07,1:00,17586,17739,17566,17709,138,,,,,
2015.09.07,2:00,17704,17704,17624,17684,338,,,,,
2015.09.07,3:00,17682,17724,17469,17684,4157,,,,,
2015.09.07,4:00,17685,18013,17659,17863,6546,,,,,
2015.09.07,5:00,17858,17894,17677,17843,3654,,,,,
2015.09.07,6:00,17838,17978,17808,17898,3424,,,,,
2015.09.07,7:00,17893,17908,17773,17863,2438,,,,,
2015.09.07,8:00,17863,17889,17703,17847,3450,,,,,
2015.09.07,9:00,17843,17959,17843,17878,1142,,,,,
2015.09.07,10:00,17883,17913,17818,17878,1282,,,,,
2015.09.07,11:00,17877,17888,17823,17828,1485,,,,,
2015.09.07,12:00,17827,17858,17793,17828,1219,,,,,
2015.09.07,13:00,17833,17858,17798,17844,938,,,,,
2015.09.07,14:00,17848,17878,17833,17853,792,,,,,
2015.09.07,15:00,17852,17863,17823,17858,632,,,,,
2015.09.07,16:00,17858,17863,17828,17838,511,,,,,
2015.09.07,17:00,17837,17843,17833,17838,291,,,,,
2015.09.07,18:00,17847,17858,17828,17843,391,,,,,
2015.09.07,19:00,17838,17848,17828,17839,210,,,,,
2015.09.08,0:00,17856,17856,17856,17856,1,,,,,
2015.09.08,1:00,17833,17878,17831,17837,109,,,,,
2015.09.08,2:00,17837,17987,17837,17917,659,,,,,
2015.09.08,3:00,17912,17977,17777,17822,1565,,,,,
2015.09.08,4:00,17827,17877,17707,17722,1797,,,,,
2015.09.08,5:00,17727,17772,17667,17737,1092,,,,,
2015.09.08,6:00,17737,17742,17509,17592,1344,,,,,
2015.09.08,7:00,17587,17592,17502,17562,1246,,,,,
2015.09.08,8:00,17557,17627,17407,17427,2047,,,,,
2015.09.08,9:00,17427,17642,17377,17637,1408,,,,,
2015.09.08,10:00,17637,17927,17632,17837,2433,,,,,
2015.09.08,11:00,17837,17878,17787,17872,1598,,,,,
2015.09.08,12:00,17872,18002,17872,17972,1677,,,,,
2015.09.08,13:00,17972,18007,17957,17963,1285,,,,,
2015.09.08,14:00,17963,17964,17882,17912,1404,,,,,
2015.09.08,15:00,17912,17953,17857,17927,1018,,,,,
2015.09.08,16:00,17927,18002,17922,17958,2031,,,,,
2015.09.08,17:00,17957,17963,17887,17932,2141,,,,,
2015.09.08,18:00,17932,17957,17902,17912,1796,,,,,
2015.09.08,19:00,17912,17992,17901,17962,867,,,,,
2015.09.08,20:00,17957,17992,17947,17992,1173,,,,,
2015.09.08,21:00,17987,18062,17977,18017,488,,,,,
2015.09.08,21:30,18022,18032,18022,18027,198,,,,,
2015.09.08,22:30,18012,18047,17997,18002,476,,,,,
2015.09.08,23:30,18007,18007,17997,18002,26,,,,,
2015.09.09,0:00,17997,17997,17991,17991,8,,,,,
2015.09.09,1:00,18008,18008,17982,18002,68,,,,,
2015.09.09,2:00,17997,18032,17977,18017,162,,,,,
2015.09.09,3:00,18012,18228,17987,18214,2541,,,,,
2015.09.09,4:00,18218,18318,18173,18293,3553,,,,,
2015.09.09,5:00,18294,18443,18263,18433,2493,,,,,
2015.09.09,6:00,18434,18443,18273,18358,1937,,,,,
2015.09.09,7:00,18358,18438,18353,18413,1514,,,,,
2015.09.09,8:00,18411,18733,18378,18713,2988,,,,,
2015.09.09,9:00,18713,18748,18558,18628,1880,,,,,
2015.09.09,10:00,18633,18723,18588,18603,1181,,,,,
2015.09.09,11:00,18607,18623,18533,18583,2044,,,,,
2015.09.09,12:00,18583,18618,18568,18593,1139,,,,,
2015.09.09,13:00,18598,18613,18543,18588,854,,,,,
2015.09.09,14:00,18588,18628,18578,18613,878,,,,,
2015.09.09,15:00,18613,18668,18593,18663,836,,,,,
2015.09.09,16:00,18663,18698,18618,18633,1778,,,,,
2015.09.09,17:00,18633,18653,18468,18498,2523,,,,,
2015.09.09,18:00,18493,18593,18478,18523,2044,,,,,
2015.09.09,19:00,18523,18609,18513,18563,1496,,,,,
2015.09.09,20:00,18568,18593,18448,18448,1583,,,,,
2015.09.09,21:00,18448,18468,18292,18307,2363,,,,,
2015.09.09,21:30,18343,18373,18304,18368,1289,,,,,
2015.09.09,22:30,18302,18302,18174,18203,1294,,,,,
2015.09.09,23:30,18199,18205,18188,18194,92,,,,,
2015.09.10,0:00,18178,18273,18178,18199,39,,,,,
2015.09.10,1:00,18192,18203,18118,18169,296,,,,,
2015.09.10,2:00,18173,18234,18103,18103,793,,,,,
2015.09.10,3:00,18104,18244,18038,18144,4456,,,,,
2015.09.10,4:00,18148,18220,17933,18210,4294,,,,,
2015.09.10,5:00,18210,18264,18140,18170,3161,,,,,
2015.09.10,6:00,18165,18300,18140,18265,2187,,,,,
2015.09.10,7:00,18260,18310,18040,18140,3705,,,,,
2015.09.10,8:00,18140,18300,18084,18286,3956,,,,,
2015.09.10,9:00,18290,18325,18225,18260,1156,,,,,
2015.09.10,10:00,18265,18345,18240,18320,1882,,,,,
2015.09.10,11:00,18320,18330,18225,18255,2578,,,,,
2015.09.10,12:00,18254,18384,18235,18339,2160,,,,,
2015.09.10,13:00,18339,18369,18289,18335,1940,,,,,
2015.09.10,14:00,18335,18340,18220,18245,2206,,,,,
2015.09.10,15:00,18244,18280,18120,18155,2106,,,,,
2015.09.10,16:00,18156,18240,18145,18146,3265,,,,,
2015.09.10,17:00,18150,18211,18107,18181,4012,,,,,
2015.09.10,18:00,18176,18186,18113,18177,2880,,,,,
2015.09.10,19:00,18177,18207,18127,18187,1841,,,,,
2015.09.10,20:00,18182,18262,18162,18242,1859,,,,,
2015.09.10,21:00,18242,18267,18127,18137,1686,,,,,
2015.09.10,21:30,18162,18177,18142,18152,868,,,,,
2015.09.10,22:30,18132,18205,18107,18187,1486,,,,,
2015.09.10,23:30,18184,18217,18183,18217,65,,,,,
2015.09.11,0:00,18227,18237,18222,18233,23,,,,,
2015.09.11,1:00,18223,18242,18177,18202,145,,,,,
2015.09.11,2:00,18202,18222,18047,18082,726,,,,,
2015.09.11,3:00,18072,18337,18067,18202,4459,,,,,
2015.09.11,4:00,18207,18272,18177,18192,2117,,,,,
2015.09.11,5:00,18187,18282,18182,18272,1125,,,,,
2015.09.11,6:00,18277,18332,18241,18321,1300,,,,,
2015.09.11,7:00,18316,18321,18265,18296,1205,,,,,
2015.09.11,8:00,18291,18311,18206,18246,1509,,,,,
2015.09.11,9:00,18246,18296,18212,18271,826,,,,,
2015.09.11,10:00,18271,18271,18126,18181,2073,,,,,
2015.09.11,11:00,18181,18191,18091,18101,1967,,,,,
2015.09.11,12:00,18106,18136,18076,18131,1418,,,,,
2015.09.11,13:00,18131,18146,18091,18096,1050,,,,,
2015.09.11,14:00,18092,18121,18071,18106,709,,,,,
2015.09.11,15:00,18101,18136,18066,18076,1145,,,,,
2015.09.11,16:00,18081,18091,18030,18031,1959,,,,,
2015.09.11,17:00,18030,18070,18006,18031,2512,,,,,
2015.09.11,18:00,18035,18092,18005,18082,2391,,,,,
2015.09.11,19:00,18079,18162,18077,18147,1579,,,,,
2015.09.11,20:00,18147,18156,18086,18096,1357,,,,,
2015.09.11,21:00,18094,18106,18076,18096,83,,,,,
2015.09.14,0:00,18186,18211,18186,18211,2,,,,,
2015.09.14,1:00,18206,18212,18167,18212,169,,,,,
2015.09.14,2:00,18212,18377,18202,18347,493,,,,,
2015.09.14,3:00,18342,18347,18141,18207,2575,,,,,
2015.09.14,4:00,18207,18232,18151,18192,1511,,,,,
2015.09.14,5:00,18196,18202,18096,18096,1401,,,,,
2015.09.14,6:00,18091,18091,17966,17971,1623,,,,,
2015.09.14,7:00,17966,18005,17895,17975,2288,,,,,
2015.09.14,8:00,17976,18070,17960,17960,2867,,,,,
2015.09.14,9:00,17960,17975,17915,17935,894,,,,,
2015.09.14,10:00,17935,18035,17915,17971,1471,,,,,
2015.09.14,11:00,17971,17985,17915,17945,1614,,,,,
2015.09.14,12:00,17940,17985,17940,17962,1460,,,,,
2015.09.14,13:00,17967,18002,17962,17992,1151,,,,,
2015.09.14,14:00,17992,17992,17933,17937,881,,,,,
2015.09.14,15:00,17938,17971,17922,17954,1180,,,,,
2015.09.14,16:00,17953,17971,17895,17902,2231,,,,,
2015.09.14,17:00,17900,17960,17897,17945,2153,,,,,
2015.09.14,18:00,17945,17960,17873,17888,2244,,,,,
2015.09.14,19:00,17889,17912,17858,17906,1745,,,,,
2015.09.14,20:00,17906,17981,17891,17976,992,,,,,
2015.09.14,21:00,17975,17976,17915,17956,723,,,,,
2015.09.14,21:30,17946,17951,17940,17941,321,,,,,
2015.09.14,22:30,17960,17986,17940,17960,409,,,,,
2015.09.14,23:30,17961,17975,17955,17960,43,,,,,
2015.09.15,0:00,17960,17963,17960,17963,4,,,,,
2015.09.15,1:00,17971,18040,17965,18040,166,,,,,
2015.09.15,2:00,18036,18105,18033,18068,400,,,,,
2015.09.15,3:00,18068,18318,18002,18298,2709,,,,,
2015.09.15,4:00,18298,18303,18152,18227,2557,,,,,
2015.09.15,5:00,18228,18243,18162,18178,1535,,,,,
2015.09.15,6:00,18178,18203,17977,18123,3843,,,,,
2015.09.15,7:00,18127,18163,18042,18058,2146,,,,,
2015.09.15,8:00,18052,18133,18012,18018,2607,,,,,
2015.09.15,9:00,18012,18033,17907,17957,1105,,,,,
2015.09.15,10:00,17953,18017,17912,17913,1739,,,,,
2015.09.15,11:00,17913,17923,17827,17862,2250,,,,,
2015.09.15,12:00,17857,17892,17812,17872,1397,,,,,
2015.09.15,13:00,17877,17947,17842,17922,1253,,,,,
2015.09.15,14:00,17927,17952,17902,17902,677,,,,,
2015.09.15,15:00,17902,17972,17877,17962,1372,,,,,
2015.09.15,16:00,17967,18018,17943,17993,2955,,,,,
2015.09.15,17:00,17993,18118,17978,18103,2602,,,,,
2015.09.15,18:00,18103,18108,18048,18093,2098,,,,,
2015.09.15,19:00,18093,18138,18088,18133,1620,,,,,
2015.09.15,20:00,18138,18218,18128,18203,1027,,,,,
2015.09.15,21:00,18208,18268,18203,18268,516,,,,,
2015.09.15,21:30,18243,18253,18238,18243,139,,,,,
2015.09.15,22:30,18268,18273,18223,18228,291,,,,,
2015.09.15,23:30,18228,18253,18228,18238,23,,,,,
2015.09.16,0:00,18234,18239,18223,18239,15,,,,,
2015.09.16,1:00,18247,18253,18223,18253,30,,,,,
2015.09.16,2:00,18258,18273,18228,18243,212,,,,,
2015.09.16,3:00,18238,18258,18143,18233,1347,,,,,
2015.09.16,4:00,18233,18293,18183,18203,986,,,,,
2015.09.16,5:00,18198,18248,18188,18193,661,,,,,
2015.09.16,6:00,18188,18198,18088,18128,1076,,,,,
2015.09.16,7:00,18129,18204,18129,18138,1420,,,,,
2015.09.16,8:00,18137,18178,18083,18174,1808,,,,,
2015.09.16,9:00,18173,18283,18157,18273,876,,,,,
2015.09.16,10:00,18278,18347,18258,18263,1206,,,,,
2015.09.16,11:00,18263,18307,18262,18282,1449,,,,,
2015.09.16,12:00,18277,18307,18262,18267,1547,,,,,
2015.09.16,13:00,18267,18312,18252,18312,1031,,,,,
2015.09.16,14:00,18307,18337,18307,18322,881,,,,,
2015.09.16,15:00,18317,18347,18307,18317,1040,,,,,
2015.09.16,16:00,18317,18412,18312,18357,2098,,,,,
2015.09.16,17:00,18357,18398,18322,18372,2910,,,,,
2015.09.16,18:00,18373,18442,18368,18422,2113,,,,,
2015.09.16,19:00,18422,18483,18402,18478,1408,,,,,
2015.09.16,20:00,18478,18478,18407,18433,849,,,,,
2015.09.16,21:00,18437,18448,18372,18443,913,,,,,
2015.09.16,21:30,18437,18443,18417,18428,503,,,,,
2015.09.16,22:30,18447,18478,18432,18457,486,,,,,
2015.09.16,23:30,18457,18478,18457,18467,46,,,,,
2015.09.17,0:00,18447,18462,18446,18446,14,,,,,
2015.09.17,1:00,18438,18447,18437,18438,69,,,,,
2015.09.17,2:00,18437,18447,18377,18382,245,,,,,
2015.09.17,3:00,18378,18448,18352,18393,1886,,,,,
2015.09.17,4:00,18393,18428,18302,18323,1307,,,,,
2015.09.17,5:00,18322,18378,18287,18358,1320,,,,,
2015.09.17,6:00,18358,18418,18352,18368,1095,,,,,
2015.09.17,7:00,18362,18398,18357,18397,668,,,,,
2015.09.17,8:00,18398,18463,18387,18422,1673,,,,,
2015.09.17,9:00,18423,18458,18387,18398,731,,,,,
2015.09.17,10:00,18398,18423,18372,18392,1070,,,,,
2015.09.17,11:00,18388,18418,18367,18398,1212,,,,,
2015.09.17,12:00,18402,18427,18387,18408,636,,,,,
2015.09.17,13:00,18408,18448,18402,18443,691,,,,,
2015.09.17,14:00,18443,18463,18427,18433,528,,,,,
2015.09.17,15:00,18433,18453,18412,18433,357,,,,,
2015.09.17,16:00,18427,18433,18387,18413,1500,,,,,
2015.09.17,17:00,18413,18462,18407,18448,1461,,,,,
2015.09.17,18:00,18448,18458,18427,18428,1140,,,,,
2015.09.17,19:00,18432,18462,18412,18453,1020,,,,,
2015.09.17,20:00,18447,18493,18427,18442,1351,,,,,
2015.09.17,21:00,18487,18657,18287,18397,4352,,,,,
2015.09.17,21:30,18607,18657,18602,18617,1381,,,,,
2015.09.17,22:30,18392,18407,18242,18262,1512,,,,,
2015.09.17,23:30,18257,18287,18257,18282,44,,,,,
2015.09.18,0:00,18296,18316,18291,18311,9,,,,,
2015.09.18,1:00,18289,18342,18267,18322,174,,,,,
2015.09.18,2:00,18322,18353,18268,18293,514,,,,,
2015.09.18,3:00,18291,18291,18047,18117,3518,,,,,
2015.09.18,4:00,18116,18217,18067,18187,3488,,,,,
2015.09.18,5:00,18187,18212,18137,18147,981,,,,,
2015.09.18,6:00,18152,18202,18147,18153,738,,,,,
2015.09.18,7:00,18152,18187,18142,18157,959,,,,,
2015.09.18,8:00,18157,18167,18062,18092,1800,,,,,
2015.09.18,9:00,18092,18162,18027,18102,999,,,,,
2015.09.18,10:00,18097,18117,18017,18083,1515,,,,,
2015.09.18,11:00,18087,18142,18032,18033,1829,,,,,
2015.09.18,12:00,18033,18047,17972,17987,1857,,,,,
2015.09.18,13:00,17987,17997,17882,17912,1966,,,,,
2015.09.18,14:00,17907,17917,17872,17893,2086,,,,,
2015.09.18,15:00,17893,17913,17813,17818,1696,,,,,
2015.09.18,16:00,17817,17884,17763,17844,3759,,,,,
2015.09.18,17:00,17844,17974,17834,17954,3527,,,,,
2015.09.18,18:00,17955,17979,17899,17929,2585,,,,,
2015.09.18,19:00,17927,17939,17847,17884,2288,,,,,
2015.09.18,20:00,17882,17914,17854,17875,1675,,,,,
2015.09.18,21:00,17874,17894,17844,17859,221,,,,,
2015.09.21,0:00,17885,17885,17885,17885,1,,,,,
2015.09.21,1:00,17878,17898,17860,17884,152,,,,,
2015.09.21,2:00,17884,17924,17874,17904,272,,,,,
2015.09.21,3:00,17904,17948,17819,17839,360,,,,,
2015.09.21,4:00,17834,17879,17779,17814,344,,,,,
2015.09.21,5:00,17819,17834,17762,17764,264,,,,,
2015.09.21,6:00,17769,17789,17759,17774,148,,,,,
2015.09.21,7:00,17774,17799,17764,17786,237,,,,,
2015.09.21,8:00,17790,17883,17786,17865,547,,,,,
2015.09.21,9:00,17865,17916,17830,17876,452,,,,,
2015.09.21,10:00,17876,17981,17861,17931,872,,,,,
2015.09.21,11:00,17926,18026,17896,18001,630,,,,,
2015.09.21,12:00,18006,18026,17976,17986,239,,,,,
2015.09.21,13:00,17991,18021,17956,18016,182,,,,,
2015.09.21,14:00,18021,18116,18016,18091,335,,,,,
2015.09.21,15:00,18086,18111,18036,18041,323,,,,,
2015.09.21,16:00,18036,18046,17971,17996,710,,,,,
2015.09.21,17:00,18001,18081,17981,18046,851,,,,,
2015.09.21,18:00,18051,18086,17966,17986,606,,,,,
2015.09.21,19:00,17981,17986,17866,17881,740,,,,,
2015.09.21,20:00,17886,18016,17881,17981,643,,,,,
2015.09.21,21:00,17981,18071,17966,18036,1334,,,,,
2015.09.21,21:30,18041,18051,18036,18041,550,,,,,
2015.09.21,22:30,18036,18068,17966,18051,1061,,,,,
2015.09.21,23:30,18056,18059,18036,18059,55,,,,,
2015.09.22,0:00,18052,18052,18052,18052,1,,,,,
2015.09.22,1:00,18060,18066,18060,18066,4,,,,,
2015.09.22,2:00,18071,18096,18061,18096,252,,,,,
2015.09.22,3:00,18094,18106,18066,18066,267,,,,,
2015.09.22,4:00,18068,18096,18036,18083,387,,,,,
2015.09.22,5:00,18086,18096,18076,18091,235,,,,,
2015.09.22,6:00,18086,18098,18006,18076,343,,,,,
2015.09.22,7:00,18071,18076,18044,18059,117,,,,,
2015.09.22,8:00,18059,18095,18026,18026,127,,,,,
2015.09.22,9:00,18031,18101,18031,18056,330,,,,,
2015.09.22,10:00,18051,18056,17846,17871,1658,,,,,
2015.09.22,11:00,17871,17891,17751,17791,1970,,,,,
2015.09.22,12:00,17786,17791,17646,17671,1691,,,,,
2015.09.22,13:00,17668,17706,17606,17701,1619,,,,,
2015.09.22,14:00,17698,17701,17636,17686,1117,,,,,
2015.09.22,15:00,17681,17681,17576,17591,1290,,,,,
2015.09.22,16:00,17596,17701,17576,17681,3046,,,,,
2015.09.22,17:00,17686,17736,17561,17591,2440,,,,,
2015.09.22,18:00,17586,17626,17571,17621,2088,,,,,
2015.09.22,19:00,17616,17648,17521,17521,1437,,,,,
2015.09.22,20:00,17521,17596,17513,17591,1519,,,,,
2015.09.22,21:00,17589,17671,17566,17671,2152,,,,,
2015.09.22,21:30,17644,17646,17623,17641,706,,,,,
2015.09.22,22:30,17666,17706,17649,17696,918,,,,,
2015.09.22,23:30,17696,17696,17651,17656,67,,,,,
2015.09.23,0:00,17657,17657,17657,17657,1,,,,,
2015.09.23,1:00,17655,17657,17568,17619,88,,,,,
2015.09.23,2:00,17616,17634,17596,17604,415,,,,,
2015.09.23,3:00,17603,17651,17601,17646,418,,,,,
2015.09.23,4:00,17646,17666,17462,17462,794,,,,,
2015.09.23,5:00,17460,17565,17442,17552,740,,,,,
2015.09.23,6:00,17547,17592,17497,17527,470,,,,,
2015.09.23,7:00,17527,17542,17462,17507,329,,,,,
2015.09.23,8:00,17511,17532,17472,17517,532,,,,,
2015.09.23,9:00,17517,17692,17502,17682,835,,,,,
2015.09.23,10:00,17680,17775,17612,17754,1834,,,,,
2015.09.23,11:00,17752,17837,17742,17812,1383,,,,,
2015.09.23,12:00,17810,17810,17767,17777,1032,,,,,
2015.09.23,13:00,17777,17785,17727,17785,944,,,,,
2015.09.23,14:00,17782,17815,17698,17704,932,,,,,
2015.09.23,15:00,17702,17752,17697,17732,1258,,,,,
2015.09.23,16:00,17732,17752,17647,17672,2263,,,,,
2015.09.23,17:00,17677,17762,17667,17717,2322,,,,,
2015.09.23,18:00,17722,17727,17565,17585,1341,,,,,
2015.09.23,19:00,17580,17636,17545,17626,841,,,,,
2015.09.23,20:00,17628,17706,17626,17681,752,,,,,
2015.09.23,21:00,17678,17721,17631,17678,1213,,,,,
2015.09.23,21:30,17646,17676,17639,17666,524,,,,,
2015.09.23,22:30,17681,17711,17661,17686,620,,,,,
2015.09.23,23:30,17701,17716,17691,17713,30,,,,,
2015.09.24,0:00,17707,17707,17697,17697,2,,,,,
2015.09.24,1:00,17689,17731,17689,17723,49,,,,,
2015.09.24,2:00,17724,17761,17681,17706,493,,,,,
2015.09.24,3:00,17707,17811,17691,17696,3115,,,,,
2015.09.24,4:00,17694,17771,17671,17698,2485,,,,,
2015.09.24,5:00,17696,17699,17611,17624,2023,,,,,
2015.09.24,6:00,17623,17686,17606,17663,1511,,,,,
2015.09.24,7:00,17661,17716,17648,17666,1448,,,,,
2015.09.24,8:00,17666,17706,17588,17588,1853,,,,,
2015.09.24,9:00,17591,17646,17549,17636,1241,,,,,
2015.09.24,10:00,17634,17671,17566,17586,1278,,,,,
2015.09.24,11:00,17591,17696,17586,17656,2721,,,,,
2015.09.24,12:00,17661,17681,17576,17596,2152,,,,,
2015.09.24,13:00,17601,17606,17431,17436,2038,,,,,
