Time,Type,Volume,Symbol,Price,S/L,T/P,Time,Price,Commission,Swap,Profit,Comment,,,,
2019.04.23 15:50:04,Sell,0.06,EURUSD,1.1221,,1.1196,2019.04.23 17:31:58,1.1196,,,15,[tp],,,,
2019.04.18 11:07:05,Sell,0.06,EURUSD,1.1249,,1.1224,2019.04.23 15:49:31,1.1224,,0.99,15,[tp],,,,
2019.04.12 11:40:18,Sell,0.28,EURUSD,1.1307,,1.1253,2019.04.18 11:07:00,1.1253,,-0.89,151.2,[tp],,,,
2019.04.09 16:03:17,Sell,0.17,EURUSD,1.1281,,1.1253,2019.04.18 11:07:00,1.1253,,-0.99,47.6,[tp],,,,
2019.04.08 15:44:05,Sell,0.06,EURUSD,1.1257,,1.1253,2019.04.18 11:07:00,1.1253,,-0.36,2.4,[tp],,,,
2019.04.03 10:45:01,Sell,0.06,EURUSD,1.123,,1.1253,2019.04.18 11:07:00,1.1253,,1.29,-13.8,[tp],,,,
2019.04.01 19:59:05,Sell,0.06,EURUSD,1.1204,,1.1253,2019.04.18 11:07:00,1.1253,,1.95,-29.4,[tp],,,,
2019.04.12 11:07:09,Buy,0.06,EURUSD,1.1298,,1.1323,2019.04.12 16:05:37,1.1323,,,15,[tp],,-0.0093,,0.0025
2019.04.01 20:18:29,Buy,0.06,EURUSD,1.1205,,1.1296,2019.04.12 11:06:31,1.1296,,-8.04,54.6,[tp],,0.0026,,0.0091
2019.03.28 13:30:10,Buy,2.15,EURUSD,1.1231,,1.1296,2019.04.12 11:06:31,1.1296,,-313.9,1397.5,[tp],,0.0026,,0.0065
2019.03.27 03:57:15,Buy,0.06,EURUSD,1.1257,,1.1296,2019.04.12 11:06:31,1.1296,,-9.84,23.4,[tp],,0.0025,,0.0039
2019.03.22 16:43:24,Buy,0.77,EURUSD,1.1282,,1.1296,2019.04.12 11:06:31,1.1296,,-140.14,107.8,[tp],,0.0026,,0.0014
2019.03.22 10:46:06,Buy,0.46,EURUSD,1.1308,,1.1296,2019.04.12 11:06:31,1.1296,,-83.72,-55.2,[tp],,0.0027,,-0.0012
2019.03.22 10:31:10,Buy,0.28,EURUSD,1.1335,,1.1296,2019.04.12 11:06:31,1.1296,,-50.96,-109.2,[tp],,0.0033,,-0.0039
2019.03.21 16:56:06,Buy,0.17,EURUSD,1.1368,,1.1296,2019.04.12 11:06:31,1.1296,,-31.96,-122.4,[tp],,0.0027,,-0.0072
2019.03.21 10:28:11,Buy,0.1,EURUSD,1.1395,,1.1296,2019.04.12 11:06:31,1.1296,,-18.8,-99,[tp],,0.0026,,-0.0099
2019.03.20 21:30:13,Buy,0.06,EURUSD,1.1421,,1.1296,2019.04.12 11:06:31,1.1296,,-12.36,-75,[tp],,0.0025,,-0.0125
2019.03.20 21:09:39,Buy,0.06,EURUSD,1.1446,,1.1296,2019.04.12 11:06:31,1.1296,,-12.36,-90,[tp],,-0.0203,,-0.015
2019.03.29 14:32:09,Sell,0.06,EURUSD,1.1243,,1.1205,2019.04.01 19:58:40,1.1205,,-0.03,22.8,[tp],,,,
2019.03.28 15:43:28,Sell,0.06,EURUSD,1.1217,,1.1205,2019.04.01 19:58:40,1.1205,,-0.06,7.2,[tp],,,,
2019.04.01 05:01:56,Balance,,,,,,,,,,1.08,,,,,
2019.03.28 09:56:11,Sell,0.06,EURUSD,1.1242,,1.1217,2019.03.28 15:42:29,1.1217,,,15,[tp],,,,
2019.03.27 11:42:14,Sell,0.06,EURUSD,1.128,,1.1242,2019.03.28 09:55:50,1.1242,,-0.09,22.8,[tp],,,,
2019.03.27 03:58:19,Sell,0.06,EURUSD,1.1254,,1.1242,2019.03.28 09:55:50,1.1242,,-0.09,7.2,[tp],,,,
2019.03.26 15:46:08,Sell,0.06,EURUSD,1.1281,,1.1256,2019.03.27 03:57:15,1.1256,,-0.03,15,[tp],,,,
2019.03.25 11:01:19,Sell,0.06,EURUSD,1.1319,,1.1282,2019.03.26 15:45:39,1.1282,,-0.03,22.2,[tp],,,,
2019.03.22 10:47:06,Sell,0.06,EURUSD,1.1294,,1.1282,2019.03.26 15:45:39,1.1282,,-0.06,7.2,[tp],,,,
2019.03.22 10:31:02,Sell,0.06,EURUSD,1.1328,,1.1303,2019.03.22 10:46:34,1.1303,,,15,[tp],,,,
2019.03.21 10:09:10,Sell,2.15,EURUSD,1.1408,,1.1338,2019.03.22 10:30:43,1.1338,,-1.12,1505,[tp],,,,
2019.03.15 16:14:12,Sell,0.77,EURUSD,1.1342,,1.1338,2019.03.22 10:30:43,1.1338,,-2.8,30.8,[tp],,,,
2019.03.13 18:07:30,Sell,0.46,EURUSD,1.1314,,1.1338,2019.03.22 10:30:43,1.1338,,-2.64,-110.4,[tp],,,,
2019.03.12 17:23:22,Sell,0.28,EURUSD,1.1288,,1.1338,2019.03.22 10:30:43,1.1338,,-1.78,-140,[tp],,,,
2019.03.12 00:04:09,Sell,0.06,EURUSD,1.1262,,1.1338,2019.03.22 10:30:43,1.1338,,-0.36,-45.6,[tp],,,,
2019.03.08 15:30:06,Sell,0.1,EURUSD,1.1236,,1.1338,2019.03.22 10:30:43,1.1338,,-0.72,-102,[tp],,,,
2019.03.08 08:53:22,Sell,0.06,EURUSD,1.1208,,1.1338,2019.03.22 10:30:43,1.1338,,-0.42,-78,[tp],,,,
2019.03.07 21:47:09,Sell,0.06,EURUSD,1.1182,,1.1338,2019.03.22 10:30:43,1.1338,,-0.45,-93.6,[tp],,,,
2019.03.21 06:29:07,Sell,0.06,EURUSD,1.1423,,1.1373,2019.03.21 10:08:43,1.141,,,7.8,,,,,
2019.03.20 21:09:39,Sell,0.06,EURUSD,1.1444,,1.1287,2019.03.21 06:28:28,1.1426,,-0.09,10.8,,,,,
2019.03.20 14:03:06,Buy,0.06,EURUSD,1.1362,,1.1387,2019.03.20 20:00:20,1.1387,,,15,[tp],,-0.0025,,0.0025
2019.03.15 16:13:05,Buy,0.06,EURUSD,1.1337,,1.1362,2019.03.20 14:02:22,1.1362,,-1.08,15,[tp],,-0.0036,,0.0025
2019.03.14 13:31:08,Buy,0.06,EURUSD,1.1301,,1.1338,2019.03.15 16:12:58,1.1338,,-0.36,22.2,[tp],,0.0024,,0.0037
2019.03.13 20:56:08,Buy,0.06,EURUSD,1.1325,,1.1338,2019.03.15 16:12:58,1.1338,,-1.44,7.8,[tp],,-0.0027,,0.0013
2019.03.12 20:24:33,Buy,0.06,EURUSD,1.1298,,1.1323,2019.03.13 20:55:39,1.1323,,-0.36,15,[tp],,-0.0028,,0.0025
2019.03.12 00:05:05,Buy,0.06,EURUSD,1.127,,1.1295,2019.03.12 20:24:29,1.1295,,,15,[tp],,-0.0037,,0.0025
2019.03.11 17:51:22,Buy,0.06,EURUSD,1.1233,,1.1271,2019.03.12 00:04:36,1.1271,,-0.36,22.8,[tp],,0.0026,,0.0038
2019.03.11 11:44:07,Buy,0.06,EURUSD,1.1259,,1.1271,2019.03.12 00:04:36,1.1271,,-0.36,7.2,[tp],,-0.0068,,0.0012
2019.03.07 21:40:03,Buy,2.15,EURUSD,1.1191,,1.1256,2019.03.11 11:43:39,1.1256,,-25.8,1397.5,[tp],,0.0034,,0.0065
2019.03.07 18:13:05,Buy,1.29,EURUSD,1.1225,,1.1256,2019.03.11 11:43:39,1.1256,,-15.48,399.9,[tp],,0.0026,,0.0031
2019.03.07 16:06:04,Buy,0.77,EURUSD,1.1251,,1.1256,2019.03.11 11:43:39,1.1256,,-9.24,38.5,[tp],,0.0027,,0.0005
2019.03.07 15:09:28,Buy,0.46,EURUSD,1.1278,,1.1256,2019.03.11 11:43:39,1.1256,,-5.52,-101.2,[tp],,0.0025,,-0.0022
2019.03.05 17:20:10,Buy,0.28,EURUSD,1.1303,,1.1256,2019.03.11 11:43:39,1.1256,,-10.08,-131.6,[tp],,0.0026,,-0.0047
2019.03.04 13:57:08,Buy,0.06,EURUSD,1.1329,,1.1256,2019.03.11 11:43:39,1.1256,,-2.52,-43.8,[tp],,0.0027,,-0.0073
2019.03.01 21:16:04,Buy,0.1,EURUSD,1.1356,,1.1256,2019.03.11 11:43:39,1.1256,,-4.8,-100,[tp],,0.0026,,-0.01
2019.03.01 18:07:01,Buy,0.06,EURUSD,1.1382,,1.1256,2019.03.11 11:43:39,1.1256,,-2.88,-75.6,[tp],,0.0026,,-0.0126
2019.03.01 17:01:03,Buy,0.06,EURUSD,1.1408,,1.1256,2019.03.11 11:43:39,1.1256,,-2.88,-91.2,[tp],,-0.0204,,-0.0152
2019.03.07 21:35:13,Sell,0.06,EURUSD,1.1204,,1.1179,2019.03.07 21:46:23,1.1179,,,15,[tp],,,,
2019.03.07 18:02:02,Sell,0.06,EURUSD,1.1229,,1.1204,2019.03.07 21:34:34,1.1204,,,15,[tp],,,,
2019.03.07 16:04:11,Sell,0.06,EURUSD,1.1255,,1.123,2019.03.07 18:01:30,1.123,,,15,[tp],,,,
2019.03.07 14:46:04,Sell,0.06,EURUSD,1.1279,,1.1254,2019.03.07 16:03:43,1.1253,,,15.6,[tp],,,,
2019.03.06 17:50:16,Sell,0.06,EURUSD,1.132,,1.1283,2019.03.07 14:45:34,1.1283,,-0.09,22.2,[tp],,,,
2019.03.05 17:27:07,Sell,0.06,EURUSD,1.1295,,1.1283,2019.03.07 14:45:34,1.1283,,-0.12,7.2,[tp],,,,
2019.03.04 16:47:07,Sell,0.06,EURUSD,1.1324,,1.1299,2019.03.05 17:26:40,1.1299,,-0.03,15,[tp],,,,
2019.03.04 10:04:04,Sell,0.06,EURUSD,1.135,,1.1325,2019.03.04 16:47:01,1.1325,,,15,[tp],,,,
2019.02.28 13:07:53,Sell,0.77,EURUSD,1.1411,,1.1352,2019.03.04 10:03:57,1.1352,,-0.8,454.3,[tp],,,,
2019.02.27 09:39:47,Sell,0.77,EURUSD,1.1382,,1.1352,2019.03.04 10:03:57,1.1352,,-2,231,[tp],,,,
2019.02.20 11:21:24,Sell,0.28,EURUSD,1.1356,,1.1352,2019.03.04 10:03:57,1.1352,,-1.78,11.2,[tp],,,,
2019.02.18 14:05:06,Sell,0.06,EURUSD,1.1331,,1.1352,2019.03.04 10:03:57,1.1352,,-0.42,-12.6,[tp],,,,
2019.02.15 20:52:07,Sell,0.1,EURUSD,1.1305,,1.1352,2019.03.04 10:03:57,1.1352,,-0.77,-47,[tp],,,,
2019.02.15 16:29:05,Sell,0.06,EURUSD,1.128,,1.1352,2019.03.04 10:03:57,1.1352,,-0.45,-43.2,[tp],,,,
2019.02.15 15:25:04,Sell,0.06,EURUSD,1.1253,,1.1352,2019.03.04 10:03:57,1.1352,,-0.45,-59.4,[tp],,,,
2019.02.28 17:30:07,Buy,0.1,EURUSD,1.1362,,1.1408,2019.03.01 17:00:32,1.1408,,-0.6,46,[tp],,0.0026,,0.0046
2019.02.28 15:44:09,Buy,0.06,EURUSD,1.1388,,1.1408,2019.03.01 17:00:32,1.1408,,-0.36,12,[tp],,0.0026,,0.002
2019.02.28 13:07:53,Buy,0.06,EURUSD,1.1414,,1.1408,2019.03.01 17:00:32,1.1408,,-0.36,-3.6,[tp],,-0.0042,,-0.0006
2019.02.27 18:30:09,Buy,0.06,EURUSD,1.1372,,1.141,2019.02.28 13:07:50,1.141,,-1.08,22.8,[tp],,0.0026,,0.0038
2019.02.26 21:35:04,Buy,0.06,EURUSD,1.1398,,1.141,2019.02.28 13:07:50,1.141,,-1.44,7.2,[tp],,-0.0015,,0.0012
2019.02.26 21:05:09,Sell,0.06,EURUSD,1.1383,,1.1382,2019.02.27 04:57:36,1.1382,,-0.03,0.6,[tp],,,,
2019.02.26 12:12:08,Buy,0.06,EURUSD,1.1371,,1.1396,2019.02.26 21:34:39,1.1396,,,15,[tp],,-0.0039,,0.0025
2019.02.21 08:02:09,Buy,0.06,EURUSD,1.1332,,1.137,2019.02.26 12:11:25,1.137,,-1.08,22.8,[tp],,0.0026,,0.0038
2019.02.20 18:11:05,Buy,0.06,EURUSD,1.1358,,1.137,2019.02.26 12:11:25,1.137,,-2.16,7.2,[tp],,-0.0021,,0.0012
2019.02.19 17:57:10,Buy,0.06,EURUSD,1.1337,,1.1362,2019.02.20 18:10:59,1.1362,,-0.36,15,[tp],,-0.0047,,0.0025
2019.02.19 13:20:09,Buy,0.06,EURUSD,1.129,,1.133,2019.02.19 17:56:08,1.133,,,24,[tp],,0.0029,,0.004
2019.02.18 04:08:11,Buy,0.06,EURUSD,1.1319,,1.133,2019.02.19 17:56:08,1.133,,-0.36,6.6,[tp],,-0.0072,,0.0011
2019.02.15 15:27:00,Buy,3.58,EURUSD,1.1247,,1.1313,2019.02.18 04:07:40,1.1313,,-21.48,2362.8,[tp],,0.0029,,0.0066
2019.02.11 17:39:03,Buy,2.15,EURUSD,1.1276,,1.1313,2019.02.18 04:07:40,1.1313,,-90.3,795.5,[tp],,0.0028,,0.0037
2019.02.11 12:00:06,Buy,0.06,EURUSD,1.1304,,1.1313,2019.02.18 04:07:40,1.1313,,-2.52,5.4,[tp],,0.0026,,0.0009
2019.02.07 13:37:17,Buy,0.77,EURUSD,1.133,,1.1313,2019.02.18 04:07:40,1.1313,,-41.58,-130.9,[tp],,0.0027,,-0.0017
2019.02.07 09:04:16,Buy,0.46,EURUSD,1.1357,,1.1313,2019.02.18 04:07:40,1.1313,,-24.84,-202.4,[tp],,0.0025,,-0.0044
2019.02.06 17:02:11,Buy,0.28,EURUSD,1.1382,,1.1313,2019.02.18 04:07:40,1.1313,,-20.16,-193.2,[tp],,0.0024,,-0.0069
2019.02.05 18:56:13,Buy,0.28,EURUSD,1.1406,,1.1313,2019.02.18 04:07:40,1.1313,,-21.84,-260.4,[tp],,0.0026,,-0.0093
2019.02.04 17:37:13,Buy,0.17,EURUSD,1.1432,,1.1313,2019.02.18 04:07:40,1.1313,,-14.28,-202.3,[tp],,0.0026,,-0.0119
2019.02.01 17:04:03,Buy,0.06,EURUSD,1.1458,,1.1313,2019.02.18 04:07:40,1.1313,,-5.4,-87,[tp],,0.0027,,-0.0145
2019.02.01 15:50:07,Buy,0.06,EURUSD,1.1485,,1.1313,2019.02.18 04:07:40,1.1313,,-5.4,-103.2,[tp],,-0.0189,,-0.0172
2019.02.14 15:33:10,Sell,0.06,EURUSD,1.1296,,1.1256,2019.02.15 15:24:17,1.1256,,-0.03,24,[tp],,,,
2019.02.13 21:25:06,Sell,0.06,EURUSD,1.1266,,1.1256,2019.02.15 15:24:17,1.1256,,-0.12,6,[tp],,,,
2019.02.12 18:26:33,Sell,0.1,EURUSD,1.1316,,1.1269,2019.02.13 21:24:14,1.1269,,-0.05,47,[tp],,,,
2019.02.12 14:32:15,Sell,0.06,EURUSD,1.1289,,1.1269,2019.02.13 21:24:14,1.1269,,-0.03,12,[tp],,,,
2019.02.12 10:44:05,Sell,0.06,EURUSD,1.1261,,1.1269,2019.02.13 21:24:14,1.1269,,-0.03,-4.8,[tp],,,,
2019.02.11 16:20:02,Sell,0.06,EURUSD,1.1287,,1.1262,2019.02.12 10:43:36,1.1262,,-0.03,15,[tp],,,,
2019.02.11 00:07:05,Sell,0.06,EURUSD,1.1318,,1.1293,2019.02.11 16:19:28,1.1293,,,15,[tp],,,,
2019.02.07 11:09:20,Sell,0.06,EURUSD,1.1344,,1.1319,2019.02.11 00:06:47,1.1319,,-0.06,15,[tp],,,,
2019.02.06 20:02:09,Sell,0.06,EURUSD,1.137,,1.1345,2019.02.07 11:09:14,1.1345,,-0.09,15,[tp],,,,
2019.02.06 03:31:03,Sell,0.06,EURUSD,1.1397,,1.1372,2019.02.06 20:01:43,1.1372,,,15,[tp],,,,
2019.02.04 16:55:57,Sell,0.06,EURUSD,1.1426,,1.1401,2019.02.06 03:30:10,1.1401,,-0.06,15,[tp],,,,
2019.02.05 18:10:06,Buy,0.17,EURUSD,1.1406,,1.1458,2019.02.05 18:41:04,1.1407,,,1.7,,,0.0025,,1.00E-04
2019.02.04 16:51:13,Buy,0.06,EURUSD,1.1431,,1.1483,2019.02.04 17:23:42,1.1432,,,0.6,,,0.0033,,1.00E-04
2019.02.01 11:47:08,Sell,0.06,EURUSD,1.1464,,1.1427,2019.02.04 16:54:55,1.1427,,-0.03,22.2,[tp],,,,
2019.01.31 19:18:06,Sell,0.06,EURUSD,1.1439,,1.1427,2019.02.04 16:54:55,1.1427,,-0.06,7.2,[tp],,,,
2019.01.31 19:20:06,Buy,0.1,EURUSD,1.1439,,1.1485,2019.02.01 15:49:24,1.1485,,-0.6,46,[tp],,0.0025,,0.0046
2019.01.31 18:11:06,Buy,0.06,EURUSD,1.1464,,1.1485,2019.02.01 15:49:24,1.1485,,-0.36,12.6,[tp],,0.0026,,0.0021
2019.01.30 21:36:07,Buy,0.06,EURUSD,1.149,,1.1485,2019.02.01 15:49:24,1.1485,,-1.44,-3,[tp],,-1.149,,-0.0005
2019.02.01 03:26:58,Balance,,,,,,,,,,1.85,,,,,
2019.01.31 07:44:10,Sell,2.15,EURUSD,1.1508,,1.1442,2019.01.31 19:17:05,1.1442,,,1419,[tp],,,,
2019.01.30 21:33:05,Sell,1.29,EURUSD,1.1482,,1.1442,2019.01.31 19:17:05,1.1442,,-2.01,516,[tp],,,,
2019.01.30 21:01:03,Sell,0.77,EURUSD,1.1457,,1.1442,2019.01.31 19:17:05,1.1442,,-1.2,115.5,[tp],,,,
2019.01.28 06:28:29,Sell,0.77,EURUSD,1.1424,,1.1442,2019.01.31 19:17:05,1.1442,,-2,-138.6,[tp],,,,
2019.01.25 17:24:06,Sell,0.28,EURUSD,1.1399,,1.1442,2019.01.31 19:17:05,1.1442,,-0.89,-120.4,[tp],,,,
2019.01.25 16:31:12,Sell,0.17,EURUSD,1.1371,,1.1442,2019.01.31 19:17:05,1.1442,,-0.54,-120.7,[tp],,,,
2019.01.25 13:26:10,Sell,0.1,EURUSD,1.1345,,1.1442,2019.01.31 19:17:05,1.1442,,-0.31,-97,[tp],,,,
2019.01.25 04:47:06,Sell,0.06,EURUSD,1.1318,,1.1442,2019.01.31 19:17:05,1.1442,,-0.18,-74.4,[tp],,,,
2019.01.24 20:02:08,Sell,0.06,EURUSD,1.1292,,1.1442,2019.01.31 19:17:05,1.1442,,-0.21,-90,[tp],,,,
2019.01.30 21:01:03,Buy,0.06,EURUSD,1.1461,,1.1486,2019.01.30 21:35:04,1.1486,,,15,[tp],,-0.0032,,0.0025
2019.01.28 16:53:05,Buy,0.06,EURUSD,1.1429,,1.1454,2019.01.30 21:00:30,1.1454,,-0.72,15,[tp],,-0.0035,,0.0025
2019.01.28 10:19:11,Buy,0.06,EURUSD,1.1394,,1.1432,2019.01.28 16:52:31,1.1432,,,22.8,[tp],,0.0026,,0.0038
2019.01.28 05:44:37,Buy,0.06,EURUSD,1.142,,1.1432,2019.01.28 16:52:31,1.1432,,,7.2,[tp],,0.0004,,0.0012
2019.01.28 05:47:09,Sell,0.06,EURUSD,1.1424,,1.1347,2019.01.28 06:13:56,1.1423,,,0.6,,,,,
2019.01.25 17:19:03,Buy,0.06,EURUSD,1.1394,,1.1419,2019.01.28 05:44:30,1.1419,,-0.36,15,[tp],,-0.0028,,0.0025
2019.01.25 16:04:09,Buy,0.06,EURUSD,1.1366,,1.1391,2019.01.25 17:18:49,1.1391,,,15,[tp],,-0.0049,,0.0025
2019.01.24 19:06:08,Buy,0.1,EURUSD,1.1317,,1.1363,2019.01.25 16:03:47,1.1363,,-0.6,46,[tp],,0.0028,,0.0046
2019.01.24 18:11:06,Buy,0.06,EURUSD,1.1345,,1.1363,2019.01.25 16:03:47,1.1363,,-0.36,10.8,[tp],,0.0028,,0.0018
2019.01.24 16:26:13,Buy,0.05,EURUSD,1.1373,,1.1363,2019.01.25 16:03:47,1.1363,,-0.3,-5,[tp],,-0.0054,,-0.001
2019.01.24 19:03:12,Sell,0.06,EURUSD,1.1319,,1.1294,2019.01.24 20:01:52,1.1294,,,15,[tp],,,,
2019.01.24 16:07:02,Sell,0.05,EURUSD,1.1357,,1.1319,2019.01.24 19:02:57,1.1319,,,19,[tp],,,,
2019.01.24 13:12:06,Sell,0.05,EURUSD,1.1331,,1.1319,2019.01.24 19:02:57,1.1319,,,6,[tp],,,,
2019.01.24 15:38:05,Buy,2.98,EURUSD,1.1313,,1.1373,2019.01.24 16:25:09,1.1373,,,1788,[tp],,0.0027,,0.006
2019.01.24 12:30:14,Buy,2.98,EURUSD,1.134,,1.1373,2019.01.24 16:25:09,1.1373,,,983.4,[tp],,0.0027,,0.0033
2019.01.18 20:24:12,Buy,1.79,EURUSD,1.1367,,1.1373,2019.01.24 16:25:09,1.1373,,-64.44,107.4,[tp],,0.0026,,0.0006
2019.01.15 18:41:35,Buy,0.64,EURUSD,1.1393,,1.1373,2019.01.24 16:25:09,1.1373,,-42.24,-128,[tp],,0.0026,,-0.002
2019.01.15 14:09:08,Buy,0.39,EURUSD,1.1419,,1.1373,2019.01.24 16:25:09,1.1373,,-25.74,-179.4,[tp],,0.0025,,-0.0046
2019.01.15 11:14:06,Buy,0.05,EURUSD,1.1444,,1.1373,2019.01.24 16:25:09,1.1373,,-3.3,-35.5,[tp],,0.0027,,-0.0071
2019.01.11 16:47:05,Buy,0.05,EURUSD,1.1471,,1.1373,2019.01.24 16:25:09,1.1373,,-3.9,-49,[tp],,0.0027,,-0.0098
2019.01.10 20:25:06,Buy,0.08,EURUSD,1.1498,,1.1373,2019.01.24 16:25:09,1.1373,,-6.72,-100,[tp],,0.0026,,-0.0125
2019.01.10 11:16:06,Buy,0.05,EURUSD,1.1524,,1.1373,2019.01.24 16:25:09,1.1373,,-4.2,-75.5,[tp],,0.0027,,-0.0151
2019.01.09 21:01:06,Buy,0.05,EURUSD,1.1551,,1.1373,2019.01.24 16:25:09,1.1373,,-5.1,-89,[tp],,-0.0178,,-0.0178
2019.01.24 10:37:03,Sell,0.05,EURUSD,1.1373,,1.1335,2019.01.24 13:11:10,1.1335,,,19,[tp],,,,
2019.01.24 10:16:05,Sell,0.05,EURUSD,1.1347,,1.1335,2019.01.24 13:11:10,1.1335,,,6,[tp],,,,
2019.01.23 18:21:16,Sell,0.08,EURUSD,1.139,,1.1344,2019.01.24 10:15:15,1.1342,,-0.12,38.4,[tp],,,,
2019.01.22 19:11:14,Sell,0.05,EURUSD,1.1364,,1.1344,2019.01.24 10:15:15,1.1342,,-0.11,11,[tp],,,,
2019.01.22 16:02:08,Sell,0.05,EURUSD,1.1339,,1.1344,2019.01.24 10:15:15,1.1342,,-0.11,-1.5,[tp],,,,
2019.01.22 16:02:08,Buy,0.05,EURUSD,1.1341,,1.1415,2019.01.22 17:31:54,1.1358,,,8.5,,,0.0024,,0.0017
2019.01.18 17:29:10,Sell,0.05,EURUSD,1.1365,,1.134,2019.01.22 16:01:07,1.134,,-0.06,12.5,[tp],,,,
2019.01.18 17:30:01,Buy,0.05,EURUSD,1.1365,,1.1366,2019.01.18 20:24:06,1.1366,,,0.5,[tp],,0.0038,,1.00E-04
2019.01.17 13:35:28,Sell,0.05,EURUSD,1.1403,,1.1365,2019.01.18 17:28:22,1.1365,,-0.03,19,[tp],,,,
2019.01.17 09:12:03,Sell,0.05,EURUSD,1.1376,,1.1365,2019.01.18 17:28:22,1.1365,,-0.03,5.5,[tp],,,,
2019.01.15 18:12:07,Sell,0.05,EURUSD,1.1402,,1.1377,2019.01.17 09:11:51,1.1377,,-0.11,12.5,[tp],,,,
2019.01.15 16:10:23,Sell,0.05,EURUSD,1.1442,,1.1405,2019.01.15 18:11:24,1.1405,,,18.5,[tp],,,,
2019.01.15 14:09:08,Sell,0.05,EURUSD,1.1417,,1.1405,2019.01.15 18:11:24,1.1405,,,6,[tp],,,,
2019.01.15 11:14:06,Sell,0.05,EURUSD,1.1442,,1.1417,2019.01.15 14:08:31,1.1417,,,12.5,[tp],,,,
2019.01.11 16:46:03,Sell,0.05,EURUSD,1.1468,,1.1443,2019.01.15 11:13:59,1.1443,,-0.06,12.5,[tp],,,,
2019.01.11 02:01:26,Sell,0.05,EURUSD,1.1514,,1.1475,2019.01.11 16:46:01,1.1475,,,19.5,[tp],,,,
2019.01.10 20:29:01,Sell,0.05,EURUSD,1.1485,,1.1475,2019.01.11 16:46:01,1.1475,,-0.03,5,[tp],,,,
2019.01.09 21:01:06,Sell,1.07,EURUSD,1.1548,,1.1486,2019.01.10 20:28:58,1.1486,,-1.67,663.4,[tp],,,,
2019.01.09 16:47:12,Sell,0.64,EURUSD,1.1518,,1.1486,2019.01.10 20:28:58,1.1486,,-1,204.8,[tp],,,,
2019.01.09 16:36:05,Sell,0.39,EURUSD,1.1492,,1.1486,2019.01.10 20:28:58,1.1486,,-0.61,23.4,[tp],,,,
2019.01.07 16:10:25,Sell,0.23,EURUSD,1.1466,,1.1486,2019.01.10 20:28:58,1.1486,,-0.6,-46,[tp],,,,
2019.01.07 09:59:08,Sell,0.05,EURUSD,1.1437,,1.1486,2019.01.10 20:28:58,1.1486,,-0.14,-24.5,[tp],,,,
2019.01.04 18:00:07,Sell,0.08,EURUSD,1.1409,,1.1486,2019.01.10 20:28:58,1.1486,,-0.24,-61.6,[tp],,,,
2019.01.04 17:25:01,Sell,0.05,EURUSD,1.1383,,1.1486,2019.01.10 20:28:58,1.1486,,-0.17,-51.5,[tp],,,,
2019.01.04 16:24:01,Sell,0.05,EURUSD,1.1356,,1.1486,2019.01.10 20:28:58,1.1486,,-0.17,-65,[tp],,,,
2019.01.09 17:02:07,Buy,0.05,EURUSD,1.1529,,1.1554,2019.01.09 21:00:50,1.1557,,,14,[tp],,-0.0025,,0.0028
2019.01.09 16:37:10,Buy,0.05,EURUSD,1.1504,,1.1529,2019.01.09 17:01:30,1.1529,,,12.5,[tp],,-0.0023,,0.0025
2019.01.09 16:35:01,Buy,0.05,EURUSD,1.1481,,1.1506,2019.01.09 16:36:27,1.1507,,,13,[tp],,-0.0039,,0.0026
2019.01.08 05:33:27,Buy,0.05,EURUSD,1.1442,,1.148,2019.01.09 16:34:43,1.148,,-0.3,19,[tp],,0.0026,,0.0038
2019.01.07 16:10:25,Buy,0.05,EURUSD,1.1468,,1.148,2019.01.09 16:34:43,1.148,,-0.6,6,[tp],,-0.0029,,0.0012
2019.01.07 09:59:08,Buy,0.05,EURUSD,1.1439,,1.1464,2019.01.07 16:09:27,1.1464,,,12.5,[tp],,-0.003,,0.0025
2019.01.04 17:56:02,Buy,0.05,EURUSD,1.1409,,1.1434,2019.01.07 09:58:43,1.1434,,-0.3,12.5,[tp],,-0.004,,0.0025
2019.01.04 15:51:11,Buy,0.05,EURUSD,1.1369,,1.1408,2019.01.04 17:55:13,1.1408,,,19.5,[tp],,0.0027,,0.0039
2019.01.03 17:03:06,Buy,0.05,EURUSD,1.1396,,1.1408,2019.01.04 17:55:13,1.1408,,-0.3,6,[tp],,0.0013,,0.0012
2019.01.03 18:23:11,Sell,0.14,EURUSD,1.1409,,1.1357,2019.01.04 16:23:43,1.1357,,-0.07,72.8,[tp],,,,
2019.01.03 11:44:13,Sell,0.08,EURUSD,1.1382,,1.1357,2019.01.04 16:23:43,1.1357,,-0.04,20,[tp],,,,
2019.01.03 04:31:02,Sell,0.05,EURUSD,1.1356,,1.1357,2019.01.04 16:23:43,1.1357,,-0.03,-0.5,[tp],,,,
2019.01.02 20:10:59,Sell,0.05,EURUSD,1.133,,1.1357,2019.01.04 16:23:43,1.1357,,-0.11,-13.5,[tp],,,,
2019.01.03 13:13:01,Buy,0.05,EURUSD,1.1354,,1.1392,2019.01.03 17:02:50,1.1392,,,19,[tp],,0.0026,,0.0038
2019.01.03 10:31:01,Buy,0.05,EURUSD,1.138,,1.1392,2019.01.03 17:02:50,1.1392,,,6,[tp],,-0.0063,,0.0012
