"約定日時","取引区分","受渡日","約定番号","銘柄名","銘柄コード","限月","コールプット区分","権利行使価格","権利行使価格通貨","カバードワラント商品種別","売買区分","通貨","市場","口座","信用区分","約定数量","約定単価","コンバージョンレート","手数料","手数料消費税","建単価","新規手数料","新規手数料消費税","管理費","名義書換料","金利","貸株料","品貸料","前日分値洗","経過利子（円貨）","経過利子（外貨）","経過日数（外債）","所得税（外債）","地方税（外債）","金利・価格調整額（CFD）","配当金調整額（CFD）","売建単価（くりっく365）","買建単価（くりっく365）","円貨スワップ損益","外貨スワップ損益","約定金額（円貨）","約定金額（外貨）","決済金額（円貨）","決済金額（外貨）","実現損益","受渡金額（円貨）","備考"
"2020/03/31 10:09:35","FXネオ新規","2020/03/31","008645","USD/JPY","","","","","","","買","","","","","10000","108.492","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 10:46:15","FXネオ決済","2020/03/31","008646","USD/JPY","","","","","","","売","","","","","10000","108.548","","","","108.534","","","","","","","","","","","","","","","","","","","","","","140","","140","140",""
"2020/03/31 10:47:06","FXネオ決済","2020/03/31","008647","USD/JPY","","","","","","","売","","","","","10000","108.539","","","","108.492","","","","","","","","","","","","","","","","","","","","","","470","","470","470",""
"2020/03/31 11:17:42","FXネオ新規","2020/03/31","008648","USD/JPY","","","","","","","買","","","","","30000","108.550","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 16:30:07","FXネオ新規","2020/03/31","008649","USD/JPY","","","","","","","買","","","","","10000","108.514","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 17:22:37","FXネオ新規","2020/03/31","008650","USD/JPY","","","","","","","買","","","","","10000","108.322","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 19:22:36","FXネオ決済","2020/03/31","008651","USD/JPY","","","","","","","売","","","","","10000","108.527","","","","108.514","","","","","","","","","","","","","","","","","","","","","","130","","130","130",""
"2020/03/31 20:04:29","FXネオ決済","2020/03/31","008652","USD/JPY","","","","","","","売","","","","","30000","108.668","","","","108.550","","","","","","","","","","","","","","","","","","","","","","3540","","3540","3540",""
"2020/03/31 20:04:32","FXネオ決済","2020/03/31","008653","USD/JPY","","","","","","","売","","","","","10000","108.669","","","","108.322","","","","","","","","","","","","","","","","","","","","","","3470","","3470","3470",""
"2020/03/31 20:10:44","FXネオ新規","2020/03/31","008654","USD/JPY","","","","","","","買","","","","","30000","108.590","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 20:10:54","FXネオ新規","2020/03/31","008655","USD/JPY","","","","","","","買","","","","","30000","108.600","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 20:11:04","FXネオ決済","2020/03/31","008656","USD/JPY","","","","","","","売","","","","","30000","108.588","","","","108.590","","","","","","","","","","","","","","","","","","","","","","-60","","-60","-60",""
"2020/03/31 20:11:14","FXネオ新規","2020/03/31","008657","USD/JPY","","","","","","","買","","","","","10000","108.596","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 20:52:35","FXネオ決済","2020/03/31","008658","USD/JPY","","","","","","","売","","","","","10000","108.677","","","","108.596","","","","","","","","","","","","","","","","","","","","","","810","","810","810",""
"2020/03/31 20:52:37","FXネオ決済","2020/03/31","008659","USD/JPY","","","","","","","売","","","","","30000","108.678","","","","108.600","","","","","","","","","","","","","","","","","","","","","","2340","","2340","2340",""
"2020/03/31 20:59:04","FXネオ新規","2020/03/31","008660","USD/JPY","","","","","","","買","","","","","10000","108.581","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 20:59:06","FXネオ新規","2020/03/31","008661","USD/JPY","","","","","","","買","","","","","10000","108.581","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 21:31:07","FXネオ新規","2020/03/31","008662","USD/JPY","","","","","","","買","","","","","10000","108.386","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 21:31:22","FXネオ新規","2020/03/31","008663","USD/JPY","","","","","","","買","","","","","10000","108.356","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 21:39:39","FXネオ新規","2020/03/31","008664","USD/JPY","","","","","","","買","","","","","10000","108.306","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 22:05:53","FXネオ新規","2020/03/31","008665","USD/JPY","","","","","","","買","","","","","10000","108.420","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
"2020/03/31 22:06:25","FXネオ新規","2020/03/31","008666","USD/JPY","","","","","","","買","","","","","10000","108.460","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0",""
